rank,name,rating,url,location_coordinate,location_country,location_region,elevation_top_m,elevation_difference_m,total_slope_length_km,number_of_lifts,number_of_slopes,annual_snowfall_cm,number_of_matches
709,Präbichl,933.0,https://www.praebichl.at/,"{'lat': '47.5100', 'long': '14.8936'}",Austria,Leoben,1608.0,508.0,20.0,6.0,20.0,300.0,1
710,Bivio,933.0,https://www.valsurses.ch/de/bivio/winter,"{'lat': '46.4696', 'long': '9.6490'}",Switzerland,Graubünden,2560.0,791.0,30.0,4.0,3.0,350.0,1
711,Jöchelspitze,932.7,https://www.lechtaler-bergbahnen.at/,"{'lat': '47.2818', 'long': '10.4369'}",Austria,Reutte,1768.0,568.0,5.0,2.0,2.0,300.0,1
712,Wittenburg (alpincenter Hamburg-Wittenburg),932.6,http://www.alpincenter.com/hamburg-wittenburg/,"{'lat': '53.5112', 'long': '10.9600'}",Germany,Ludwigslust-Parchim,96.0,56.0,0.8,3.0,1.0,100.0,1
713,Togari Onsen,932.4,https://togari.jp/,"{'lat': '36.9035', 'long': '138.3862'}",Japan,Nagano Prefecture,845.0,450.0,20.0,7.0,20.0,400.0,1
714,Pallas,932.2,https://www.laplandhotels.com/FI/hiihtokeskukset/rinteet/hiihtokeskus-pallas.html,"{'lat': '68.0831', 'long': '24.0833'}",Finland,Lapin lääni,780.0,340.0,12.0,2.0,12.0,200.0,1
715,Moléson,932.0,https://www.moleson.ch/,"{'lat': '46.5833', 'long': '7.0167'}",Switzerland,Fribourg,1978.0,869.0,30.0,6.0,3.0,300.0,1
716,Rothwald/Wasenalp,931.9,https://www.rothwald.ch/,"{'lat': '46.243', 'long': '8.062'}",Switzerland,Valais,2270.0,520.0,25.0,3.0,10.0,400.0,1
717,Wiriehorn,931.9,https://www.wiriehorn.ch/,"{'lat': '46.6158', 'long': '7.5571'}",Switzerland,Bern,1868.0,884.0,17.0,7.0,20.0,200.0,1
718,Winghills Shirotori,931.8,https://winghills.net/snow/,"{'lat': '35.9511', 'long': '136.9737'}",Japan,Gifu Prefecture,1350.0,480.0,11.0,4.0,11.0,400.0,1
719,Omote Manza,931.8,https://omotemanza.jp/,"{'lat': '36.5914', 'long': '138.5358'}",Japan,Gunma Prefecture,2098.0,537.0,5.0,3.0,5.0,400.0,1
720,Säfsen,931.7,https://safsen.se/,"{'lat': '60.1333', 'long': '14.1833'}",Sweden,Dalarna,472.0,180.0,12.0,6.0,12.0,300.0,1
721,Aflenz Bürgeralm,931.6,https://www.aflenzer-buergeralm.at/,"{'lat': '47.5392', 'long': '15.2790'}",Austria,Bruck-Mürzzuschlag,1810.0,1000.0,14.0,8.0,3.0,200.0,1
722,Ichinose Diamond,931.5,https://www.shigakogen-ski.or.jp/lift/ichinosediamond/,"{'lat': '36.731', 'long': '138.495'}",Japan,Nagano Prefecture,1709.0,105.0,1.1,2.0,1.0,400.0,1
723,Engstligenalp,931.4,https://engstligenalp.ch/,"{'lat': '46.4697', 'long': '7.5567'}",Switzerland,Bern,2353.0,382.0,17.0,8.0,12.0,500.0,1
724,Orsa Grönklitt,931.3,https://www.orsagronklitt.se,"{'lat': '61.1333', 'long': '14.6667'}",Sweden,Dalarna,590.0,140.0,7.0,15.0,3.0,150.0,1
725,Rosswald,931.3,https://www.rosswald-bahnen.ch/,"{'lat': '46.3167', 'long': '8.0167'}",Switzerland,Valais,2536.0,716.0,9.0,6.0,7.0,450.0,1
726,Mt. Shasta Ski Park,931.2,https://www.skipark.com/,"{'lat': '41.310556', 'long': '-122.311111'}",USA,California,2285.0,615.0,23.0,6.0,23.0,500.0,1
727,Takamagahara Mammoth,931.2,https://www.shigakogen-ski.or.jp/lift/takamagahara/,"{'lat': '36.7247', 'long': '138.5041'}",Japan,Nagano,1905.0,232.0,2.0,3.0,2.0,300.0,1
728,Dundret Lapland,931.1,https://www.dundretlapland.com/,"{'lat': '67.1264', 'long': '20.6505'}",Sweden,Norrbotten,750.0,330.0,12.0,5.0,12.0,200.0,1
729,Crévoux,931.1,https://www.crevoux.fr/,"{'lat': '44.5483', 'long': '6.6581'}",France,Hautes-Alpes,2536.0,936.0,21.5,6.0,3.0,450.0,1
730,Dodge Ridge,931.0,https://www.dodgeridge.com/,"{'lat': '38.1989', 'long': '-119.9554'}",USA,California,2499.0,488.0,50.0,9.0,50.0,300.0,1
731,Tannenomori Okojo,930.9,https://www.shigakogen-ski.com/,"{'lat': '36.7336', 'long': '138.5044'}",Japan,Nagano Prefecture,1770.0,106.0,1.0,1.0,1.0,400.0,1
732,Adatara Kogen,930.7,http://www.adatara-resort.com,"{'lat': '37.5553', 'long': '140.3148'}",Japan,Fukushima Prefecture,1220.0,370.0,10.0,5.0,10.0,300.0,1
733,Sunlight Mountain,930.7,https://sunlightmtn.com/,"{'lat': '39.3991', 'long': '-107.3389'}",USA,Colorado,3015.0,612.0,20.0,3.0,20.0,600.0,1
734,Tegelberg,930.5,https://www.tegelbergbahn.de/,"{'lat': '47.5692', 'long': '10.7386'}",Germany,Ostallgäu,1730.0,900.0,2.9,6.0,3.0,150.0,1
735,Jølster Skisenter,930.4,https://www.jolsterskisenter.no/,"{'lat': '61.5152', 'long': '6.0122'}",Norway,Vestland,780.0,560.0,4.0,4.0,3.0,250.0,1
736,Vierli,930.1,https://visitrauland.com/Rauland-Skisenter,"{'lat': '59.684', 'long': '8.149'}",Norway,Vestfold og Telemark,1109.0,153.0,6.6,5.0,11.0,200.0,1
737,Powderhorn,930.0,https://www.powderhorn.com/,"{'lat': '39.0697', 'long': '-108.1492'}",USA,Colorado,3000.0,501.0,38.0,3.0,38.0,500.0,1
738,Innerkrems,929.9,https://innerkrems.at/,"{'lat': '46.9814', 'long': '13.7158'}",Austria,Bezirk Spittal an der Drau,2200.0,650.0,36.0,9.0,9.0,200.0,1
739,Hochkeil,929.8,https://www.hochkeil.at/,"{'lat': '47.3812', 'long': '13.1527'}",Austria,Sankt Johann im Pongau,1770.0,430.0,8.0,5.0,3.0,250.0,1
740,Togakushi,929.8,https://www.togakusi.com/,"{'lat': '36.7333', 'long': '138.0833'}",Japan,Nagano Prefecture,1748.0,528.0,25.0,7.0,3.0,500.0,1
741,Sunrise Park,929.7,https://www.sunrise.ski/,"{'lat': '34.0394', 'long': '-109.5634'}",USA,Arizona,3330.0,477.0,65.0,7.0,67.0,400.0,1
742,Alpe di Mera,929.7,https://www.alpedimera.it/,"{'lat': '45.8275', 'long': '8.1090'}",Italy,Piedmont,1742.0,1040.0,16.0,5.0,16.0,150.0,1
743,Washigatake/White Pia,929.7,https://ski.washigatake.jp/,"{'lat': '35.9411', 'long': '136.9364'}",Japan,Gifu Prefecture,1405.0,495.0,25.4,9.0,19.0,500.0,1
744,Rofan – Maurach,929.7,https://www.rofanseilbahn.at/,"{'lat': '47.433333', 'long': '11.750000'}",Austria,Schwaz,1870.0,890.0,11.0,5.0,3.0,200.0,1
745,Schattwald/Zöblen,929.7,https://www.tannheimer-bergbahnen.at/,"{'lat': '47.5028', 'long': '10.4747'}",Austria,Reutte,1565.0,475.0,10.0,4.0,3.0,300.0,1
746,Arena Overøye,929.5,https://www.arenaoveroye.no/,"{'lat': '62.4077', 'long': '6.9956'}",Norway,Møre og Romsdal,820.0,420.0,7.0,3.0,3.0,400.0,1
747,Espace Super Saint-Bernard,929.5,https://lodge2800.ch/,"{'lat': '45.9590', 'long': '7.2086'}",Switzerland,Valais,2800.0,850.0,25.0,3.0,3.0,400.0,1
748,Breitenberg/Hochalpe,929.4,https://www.breitenbergbahn.de/,"{'lat': '47.5859', 'long': '10.5445'}",Germany,Ostallgäu,1675.0,875.0,7.0,5.0,3.0,120.0,1
749,Raudalen,929.3,https://www.beitostolen.com/,"{'lat': '61.2540', 'long': '8.8889'}",Norway,Innlandet,1058.0,345.0,5.0,1.0,3.0,200.0,1
750,San Vito di Cadore,929.2,https://www.skiareasanvito.com/,"{'lat': '46.4560', 'long': '12.1797'}",Italy,Veneto,1584.0,536.0,10.0,5.0,3.0,200.0,1
751,Grandeco Snow Resort,929.1,https://resort.en-hotel.com/grandeco/snow/ja/,"{'lat': '37.6486', 'long': '139.9431'}",Japan,Fukushima Prefecture,1590.0,580.0,10.8,5.0,9.0,300.0,1
752,Grüntenlifte,929.1,https://www.gruentenlifte.de/,"{'lat': '47.5425', 'long': '10.3598'}",Germany,Oberallgäu,1700.0,800.0,16.8,8.0,9.0,150.0,1
753,Grong,929.0,https://grong-skisenter.no/,"{'lat': '64.4659', 'long': '12.3180'}",Norway,Trøndelag,710.0,485.0,10.0,4.0,3.0,300.0,1
754,Eischoll,928.9,https://eischoll.ch/aktivitaten/winter/ski-snowboard/,"{'lat': '46.2622', 'long': '7.8011'}",Switzerland,Valais,2200.0,940.0,15.0,4.0,3.0,150.0,1
755,Bottrop (alpincenter),928.8,https://www.alpincenter.com/bottrop/,"{'lat': '51.5144', 'long': '6.9461'}",Germany,Bottrop,113.0,77.0,0.6,3.0,2.0,30.0,1
756,Port del Comte,928.8,https://www.portdelcomte.net/,"{'lat': '42.1465', 'long': '1.5583'}",Spain,Province of Lleida,2310.0,565.0,40.0,14.0,10.0,150.0,1
757,Füßener Jöchle,928.8,https://www.lifte-graen.com/,"{'lat': '47.4925', 'long': '10.5192'}",Austria,Reutte,1821.0,671.0,9.0,5.0,3.0,150.0,1
758,Red River,928.7,https://www.redriverskiarea.com/,"{'lat': '36.7086', 'long': '-105.4057'}",USA,New Mexico,3135.0,495.0,20.0,7.0,20.0,500.0,1
759,Sapporo Kokusai,928.6,https://www.sapporo-kokusai.jp/,"{'lat': '43.0753', 'long': '141.1083'}",Japan,Hokkaido,1100.0,470.0,11.0,5.0,3.0,600.0,1
760,Ørsta Skisenter,928.6,https://www.orstaskisenter.no/,"{'lat': '62.2000', 'long': '6.1300'}",Norway,Møre og Romsdal,873.0,550.0,11.0,4.0,3.0,350.0,1
761,Davos/Taro,928.6,https://sugadaira-snowresort.com/,"{'lat': '36.5167', 'long': '138.3000'}",Japan,Nagano Prefecture,1597.0,327.0,21.0,15.0,20.0,300.0,1
762,Sunnmørsalpane,928.6,https://www.sunnmorsalpane.no/,"{'lat': '62.2529', 'long': '6.7733'}",Norway,Møre og Romsdal,865.0,495.0,16.0,5.0,3.0,300.0,1
763,Hunter Mountain,928.4,https://www.hunter.co.jp/,"{'lat': '36.9074', 'long': '139.6997'}",Japan,Tochigi Prefecture,1614.0,472.0,7.6,7.0,7.0,300.0,1
764,Gautefall,928.4,https://gautefall.no/gautefall-skisenter/,"{'lat': '59.0799', 'long': '8.6799'}",Norway,Vestfold og Telemark,700.0,200.0,9.0,2.0,3.0,300.0,1
765,Trillevallen,928.2,https://trillevallen.com/,"{'lat': '63.3097', 'long': '13.0308'}",Sweden,Jämtland,990.0,317.0,22.0,8.0,18.0,250.0,1
766,Piancavallo,927.9,https://www.turismofvg.it/Montagna/Home,"{'lat': '46.0675', 'long': '12.515'}",Italy,Friuli-Venezia Giulia,1865.0,620.0,13.3,12.0,3.0,250.0,1
767,Gérardmer,927.8,https://www.gerardmer-ski.com/,"{'lat': '48.0628', 'long': '6.8630'}",France,Vosges,1140.0,370.0,40.0,19.0,21.0,150.0,1
768,Jam Katsuyama,927.8,http://www.skijam.jp,"{'lat': '36.0589', 'long': '136.5756'}",Japan,Fukui Prefecture,1320.0,710.0,20.0,6.0,20.0,300.0,1
769,Sappee,927.7,https://www.sappee.fi,"{'lat': '61.2823', 'long': '24.4798'}",Finland,Pirkanmaa,207.0,105.0,5.0,6.0,5.0,70.0,1
770,Lélex/Crozet,927.7,https://www.paysdegex-montsjura.com/,"{'lat': '46.3051', 'long': '5.9863'}",France,Ain,1680.0,780.0,19.0,10.0,19.0,250.0,1
771,St. Pierre de Chartreuse,927.6,https://www.ski-alpin-chartreuse.com/,"{'lat': '45.3544', 'long': '5.8151'}",France,Isère,1800.0,900.0,35.0,15.0,35.0,300.0,1
772,Kolbensattel,927.6,https://www.kolbensattel.de/,"{'lat': '47.5930', 'long': '11.0695'}",Germany,Garmisch-Partenkirchen,1276.0,416.0,8.0,9.0,3.0,150.0,1
773,Furkel – Trafoi (Stilfs),927.6,https://www.vinschgau.net/de/ortlergebiet/ferienorte/trafoi.html,"{'lat': '46.5653', 'long': '10.5376'}",Italy,Trentino-Alto Adige (Trentino-Südtirol),2400.0,830.0,8.0,4.0,8.0,400.0,1
774,Wurmberg,927.3,https://www.wurmberg-seilbahn.de/,"{'lat': '51.729', 'long': '10.611'}",Germany,Goslar,970.0,405.0,11.8,7.0,11.0,100.0,1
775,Fuji Tenjinyama,927.2,https://www.fujiten.net,"{'lat': '35.4563', 'long': '138.7000'}",Japan,Yamanashi Prefecture,1500.0,220.0,7.0,5.0,6.0,120.0,1
776,Santa Fé,927.0,https://skisantafe.com/,"{'lat': '35.7988', 'long': '-105.8021'}",USA,New Mexico,3679.0,525.0,34.0,5.0,34.0,450.0,1
777,Sauda Skisenter,926.9,https://www.saudaskisenter.no/,"{'lat': '59.649299', 'long': '6.308099'}",Norway,Rogaland,822.0,465.0,13.0,5.0,3.0,200.0,1
778,Hochrindl,926.9,https://www.hochrindl.at/,"{'lat': '46.8375', 'long': '13.9386'}",Austria,Feldkirchen,1832.0,362.0,21.0,7.0,3.0,200.0,1
779,Beitostølen,926.8,https://www.beitostolen.com/,"{'lat': '61.2414', 'long': '8.9065'}",Norway,Innlandet,1101.0,201.0,12.0,6.0,12.0,200.0,1
780,Vichères-Liddes,926.7,https://www.saint-bernard.ch/fr/destination/liddes-vicheres-28/,"{'lat': '46.0365', 'long': '7.2401'}",Switzerland,Valais,2267.0,672.0,15.0,4.0,3.0,400.0,1
781,Untersberg,926.5,https://www.untersbergbahn.at/,"{'lat': '47.6953', 'long': '13.0406'}",Austria,Salzburg-Umgebung,1776.0,1307.0,8.0,1.0,3.0,150.0,1
782,Varingskollen,926.5,https://www.varingskollen.no/,"{'lat': '60.0611', 'long': '10.8108'}",Norway,Viken,546.0,446.0,4.0,4.0,4.0,200.0,1
783,Sappada,926.5,https://www.sappadaski.it/,"{'lat': '46.5714', 'long': '12.6893'}",Italy,Friuli-Venezia Giulia,2000.0,777.0,14.5,9.0,3.0,150.0,1
784,Eikedalen,926.5,https://www.eikedalen.no/,"{'lat': '60.4142', 'long': '5.9753'}",Norway,Vestland,918.0,461.0,15.0,8.0,6.0,300.0,1
785,Chikusa Kogen,926.4,https://www.chikusakogen.com/,"{'lat': '35.1931', 'long': '134.5937'}",Japan,Hyōgo Prefecture,1125.0,225.0,5.0,4.0,5.0,200.0,1
786,Willingen – Ettelsberg,926.4,https://www.skigebiet-willingen.de/,"{'lat': '51.2967', 'long': '8.6121'}",Germany,Waldeck-Frankenberg,838.0,260.0,16.0,12.0,16.0,100.0,1
787,Meiho,926.0,https://www.meihoski.co.jp/,"{'lat': '35.9026', 'long': '137.0706'}",Japan,Gifu Prefecture,1600.0,700.0,15.0,5.0,15.0,300.0,1
788,Fidjeland,926.0,https://www.fidjeland.com/,"{'lat': '58.8469', 'long': '6.9004'}",Norway,Agder,990.0,345.0,5.0,3.0,3.0,300.0,1
789,Auronzo di Cadore,926.0,https://www.monteagudo.it/,"{'lat': '46.5636', 'long': '12.4389'}",Italy,Veneto,1585.0,725.0,7.0,3.0,3.0,200.0,1
790,SarvesAlta,926.0,https://sarvesalta.no/,"{'lat': '69.9650', 'long': '23.2711'}",Norway,Troms og Finnmark,270.0,210.0,5.0,2.0,3.0,500.0,1
791,Mountain High West,926.0,http://www.mthigh.com,"{'lat': '34.3770', 'long': '-117.6931'}",USA,California,2410.0,300.0,15.0,5.0,15.0,300.0,1
792,Waterville Valley,925.9,https://www.waterville.com/,"{'lat': '43.9508', 'long': '-71.5287'}",USA,New Hampshire,1220.0,615.0,25.0,9.0,3.0,300.0,1
793,Champorcher,925.8,https://www.visitmonterosa.com/monterosa-ski/champorcher/,"{'lat': '45.6167', 'long': '7.6167'}",Italy,Aosta Valley,2500.0,1060.0,14.0,5.0,3.0,200.0,1
794,Dynaland,925.7,https://www.dynaland.co.jp/,"{'lat': '35.9614', 'long': '136.8828'}",Japan,Gifu Prefecture,1431.0,447.0,30.0,5.0,30.0,400.0,1
795,Silver Mountain,925.7,https://www.silvermt.com/,"{'lat': '47.5383', 'long': '-116.1356'}",USA,Idaho,1920.0,670.0,25.0,6.0,25.0,500.0,1
796,Kumanoyu,925.6,https://www.kumanoyu.co.jp/,"{'lat': '36.684', 'long': '138.530'}",Japan,Nagano Prefecture,1950.0,270.0,4.5,5.0,4.0,600.0,1
797,Iso-Syöte,925.5,https://www.isosyote.fi/,"{'lat': '65.6762', 'long': '27.6427'}",Finland,Oulu,425.0,195.0,11.7,9.0,11.0,150.0,1
798,Kelchsau,925.5,http://www.skiwelt.at,"{'lat': '47.4235', 'long': '12.1576'}",Austria,Kitzbühel,1605.0,830.0,10.9,5.0,3.0,300.0,1
799,Stoneham,925.4,https://ski-stoneham.com/en/,"{'lat': '46.989686', 'long': '-71.383885'}",Canada,Quebec,593.0,345.0,34.0,6.0,40.0,400.0,1
800,Idre Himmelfjäll,925.4,https://www.idrehimmelfjall.se/,"{'lat': '61.8604', 'long': '12.7204'}",Sweden,Dalarna,872.0,323.0,15.0,10.0,2.0,200.0,1
801,Bortelid,925.4,https://www.bortelid.no/,"{'lat': '58.8565', 'long': '7.3756'}",Norway,Agder,850.0,250.0,6.0,5.0,6.0,200.0,1
802,Hörnle – Bad Kohlgrub,925.3,https://www.hoernlebahn.de/,"{'lat': '47.6670', 'long': '11.0490'}",Germany,Garmisch-Partenkirchen,1400.0,485.0,9.0,2.0,2.0,250.0,1
803,Charmey,925.1,https://www.charmey.ch/,"{'lat': '46.6219', 'long': '7.1658'}",Switzerland,Fribourg,1626.0,751.0,30.0,5.0,7.0,250.0,1
804,Kungsberget,925.0,https://www.kungsberget.se/,"{'lat': '60.6222', 'long': '16.6281'}",Sweden,Gävleborg,306.0,200.0,8.0,9.0,10.0,200.0,1
805,Baldy Mountain Resort,925.0,https://baldyresort.com/,"{'lat': '49.1167', 'long': '-119.3833'}",Canada,British Columbia,2303.0,577.0,35.0,3.0,20.0,500.0,1
806,La Braye,925.0,https://www.gstaad.ch/,"{'lat': '46.4709', 'long': '7.1314'}",Switzerland,Canton of Vaud,1630.0,650.0,28.5,7.0,3.0,300.0,1
807,Iwate Kogen,924.9,https://iwatekogen.jp/,"{'lat': '39.6550', 'long': '140.9800'}",Japan,Iwate Prefecture,1213.0,583.0,20.0,7.0,20.0,300.0,1
808,Ichinose Yamanokami,924.7,https://www.shigakogen-ski.or.jp/lift/ichinoseyamanokami/,"{'lat': '36.733', 'long': '138.496'}",Japan,Nagano Prefecture,1707.0,113.0,1.9,1.0,3.0,300.0,1
809,Axalp ob Brienz,924.6,https://www.axalp.ch/,"{'lat': '46.7225', 'long': '8.0411'}",Switzerland,Bern,1959.0,537.0,15.0,6.0,3.0,300.0,1
810,Sendai Highland,924.3,http://www.sendai-highland.jp,"{'lat': '38.268215', 'long': '140.869355'}",Japan,Miyagi Prefecture,600.0,300.0,10.0,5.0,7.0,250.0,1
811,Bernex,924.3,https://hiver.bernex-tourisme.com/,"{'lat': '46.3700', 'long': '6.6630'}",France,Haute-Savoie,1912.0,912.0,19.0,12.0,18.0,250.0,1
812,Niedere – Andelsbuch/Bezau,924.2,https://www.seilbahn-bezau.at/,"{'lat': '47.3779', 'long': '9.9397'}",Austria,Bregenz,1715.0,1060.0,3.9,4.0,3.0,150.0,1
813,Gressoney-Saint-Jean,923.7,https://www.visitmonterosa.com/,"{'lat': '45.7600', 'long': '7.8140'}",Italy,Aosta Valley,2023.0,675.0,12.0,2.0,3.0,250.0,1
814,Prali,923.6,https://www.praliskiarea.com/,"{'lat': '44.9016', 'long': '7.0549'}",Italy,Piedmont,2510.0,1060.0,9.0,4.0,3.0,350.0,1
815,Nomugi Pass,923.6,http://gakutoresort.jp/,"{'lat': '36.1015', 'long': '137.6722'}",Japan,Nagano Prefecture,2130.0,730.0,7.9,4.0,5.0,500.0,1
816,Misurina – Passo Tre Croci,923.6,http://auronzomisurina.it/area-sci-misurina/,"{'lat': '46.5763', 'long': '12.2362'}",Italy,Veneto,2114.0,362.0,4.0,2.0,3.0,200.0,1
817,Blanche Takayama,923.5,https://www.blanche-ski.com/,"{'lat': '36.0511', 'long': '138.3865'}",Japan,Nagano Prefecture,1788.0,419.0,10.0,6.0,10.0,300.0,1
818,Fjätervålen,923.4,https://fjatervalen.se/,"{'lat': '61.6907', 'long': '13.0707'}",Sweden,Dalarna,985.0,310.0,20.0,3.0,20.0,200.0,1
819,Kamui Ski Links,923.4,https://www.kamui-skilinks.com/,"{'lat': '43.8159', 'long': '142.4577'}",Japan,Hokkaido,751.0,601.0,24.0,6.0,3.0,600.0,1
820,Vaset,923.4,https://www.vasetskiheiser.no/,"{'lat': '61.081899', 'long': '8.963497'}",Norway,Innlandet,1040.0,180.0,7.0,3.0,3.0,300.0,1
821,Sun Alpina Kashimayari,923.3,https://www.kashimayari.net/snow/,"{'lat': '36.6449', 'long': '137.7998'}",Japan,Nagano Prefecture,1550.0,720.0,16.0,8.0,16.0,300.0,1
822,Salzstiegl,923.2,https://www.salzstiegl.at/,"{'lat': '47.0115', 'long': '15.1009'}",Austria,Voitsberg,1740.0,420.0,12.0,7.0,13.0,180.0,1
823,Järvsö,923.2,https://www.jarvsobacken.se/,"{'lat': '61.7175', 'long': '16.1667'}",Sweden,Gävleborg,370.0,200.0,9.0,9.0,9.0,120.0,1
824,Mountain High East,923.1,https://www.mthigh.com/,"{'lat': '34.3736', 'long': '-117.7067'}",USA,California,2496.0,486.0,11.0,4.0,11.0,150.0,1
825,Kawaba,923.1,https://www.kawaba.co.jp/,"{'lat': '36.7733', 'long': '139.1155'}",Japan,Gunma Prefecture,1870.0,580.0,3.0,6.0,3.0,350.0,1
826,Valdres Alpinsenter,923.0,https://www.valdresalpin.com/,"{'lat': '60.8164', 'long': '9.5880'}",Norway,Innlandet,1060.0,360.0,10.0,5.0,3.0,150.0,1
827,Kurohime Kogen,922.9,http://www.kurohime-kogen.co.jp/,"{'lat': '36.7875', 'long': '138.2167'}",Japan,Nagano Prefecture,1200.0,430.0,6.0,5.0,8.0,400.0,1
828,Holiday Valley,922.8,https://www.holidayvalley.com/,"{'lat': '42.2693', 'long': '-78.6817'}",USA,New York,685.0,228.0,48.0,13.0,48.0,380.0,1
829,Aizu Kogen Takahata,922.8,https://www.takahata-ski.net/,"{'lat': '37.1215', 'long': '140.2136'}",Japan,Fukushima Prefecture,1240.0,520.0,10.0,3.0,10.0,300.0,1
830,Espot Esqui,922.8,https://www.espotesqui.cat/hivern/,"{'lat': '42.5684', 'long': '1.0858'}",Spain,Lleida,2291.0,781.0,25.0,3.0,25.0,250.0,1
831,Hasuike,922.8,https://www.shigakogen-ski.or.jp/lift/hasuike/,"{'lat': '36.7364', 'long': '138.4519'}",Japan,Nagano Prefecture,1575.0,70.0,1.7,1.0,3.0,300.0,1
832,Luchon-Superbagnères,922.8,https://www.haute-garonne-montagne.com/stations/luchon-superbagneres/,"{'lat': '42.7936', 'long': '0.5932'}",France,Occitania,2125.0,660.0,32.0,11.0,3.0,150.0,1
833,Målselv Fjellandsby,922.7,https://malselvfjellandsby.no/,"{'lat': '69.1456', 'long': '18.6267'}",Norway,Troms,550.0,500.0,13.0,3.0,3.0,300.0,1
834,Beaver Mountain,922.6,https://www.skithebeav.com/,"{'lat': '41.9683', 'long': '-111.5508'}",USA,Utah,2700.0,505.0,30.0,4.0,30.0,800.0,1
835,Yuzawa Nakazato,922.6,https://www.yuzawa-nakazato.com/,"{'lat': '36.9421', 'long': '138.8144'}",Japan,Niigata Prefecture,702.0,244.0,5.9,9.0,3.0,600.0,1
836,Champex-Lac,922.4,https://www.saint-bernard.ch/fr/remontees-mecaniques/domaines-skiables-45/,"{'lat': '46.033056', 'long': '7.108056'}",Switzerland,Valais,2194.0,726.0,15.0,4.0,3.0,300.0,1
837,Powder King,922.4,https://ski.powderking.com/,"{'lat': '54.3686', 'long': '-122.6698'}",Canada,British Columbia,1520.0,580.0,25.0,3.0,3.0,700.0,1
838,Carì,922.3,https://cari.swiss/,"{'lat': '46.4895', 'long': '8.7884'}",Switzerland,Ticino,2280.0,630.0,20.0,4.0,3.0,300.0,1
839,Minowa,922.2,https://www.ski-minowa.jp/,"{'lat': '37.5936', 'long': '140.0406'}",Japan,Fukushima Prefecture,1500.0,450.0,12.0,3.0,12.0,450.0,1
840,Hassela,922.2,https://hasselaski.se/,"{'lat': '62.0521', 'long': '16.6115'}",Sweden,Gävleborg,450.0,290.0,16.0,7.0,3.0,200.0,1
841,Ötscher,922.2,https://www.oetscher.at/,"{'lat': '47.8356', 'long': '15.0731'}",Austria,Bezirk Scheibbs,1426.0,614.0,16.0,7.0,3.0,200.0,1
842,Tusten,922.2,https://www.tusten.no,"{'lat': '62.7460', 'long': '7.1561'}",Norway,Møre og Romsdal,648.0,518.0,15.0,4.0,8.0,200.0,1
843,Ruby Mountain,922.1,https://www.helicopterskiing.com/,"{'lat': '40.6792', 'long': '-115.4828'}",USA,Nevada,3350.0,1065.0,0.0,0.0,0.0,800.0,1
844,Winterberger Nordhang,922.1,https://www.skiliftkarussell.de,"{'lat': '51.1933', 'long': '8.5194'}",Germany,Hochsauerlandkreis,807.0,55.0,0.0,1.0,1.0,150.0,1
845,La Fouly,922.0,https://www.saint-bernard.ch/fr/remontees-mecaniques/domaines-skiables-45/,"{'lat': '46.0322', 'long': '7.0886'}",Switzerland,Valais,2172.0,565.0,15.0,4.0,15.0,400.0,1
846,Hovfjället,921.9,https://www.hovfjallet.se,"{'lat': '60.1633', 'long': '12.9753'}",Sweden,Värmland,542.0,139.0,11.0,6.0,11.0,150.0,1
847,Solheisen,921.9,https://www.solheisen.no/,"{'lat': '60.8655', 'long': '8.5719'}",Norway,Viken,1100.0,300.0,6.0,3.0,6.0,200.0,1
848,Lizzola,921.8,https://www.nuovalizzola.it/,"{'lat': '46.0064', 'long': '9.9930'}",Italy,Lombardy,2028.0,766.0,20.0,5.0,2.0,300.0,1
849,Mönichkirchen/​Mariensee,921.6,https://www.erlebnisalm.com,"{'lat': '47.543500', 'long': '16.104400'}",Austria,Bezirk Neunkirchen,1432.0,567.0,13.5,5.0,3.0,150.0,1
850,Valdesquí,921.6,https://valdesqui.es/,"{'lat': '40.8212', 'long': '-3.9716'}",Spain,Community of Madrid,2278.0,418.0,22.0,13.0,3.0,150.0,1
851,Discovery Ski Area,921.4,https://www.skidiscovery.com/,"{'lat': '46.2522', 'long': '-113.2657'}",USA,Montana,2484.0,726.0,45.0,7.0,20.0,400.0,1
852,Branäs,921.4,https://www.branas.se/,"{'lat': '60.7403', 'long': '13.1335'}",Sweden,Värmland,567.0,415.0,23.0,30.0,23.0,200.0,9
853,Gschwandtkopf,921.3,http://www.skigebiet-seefeld.at,"{'lat': '47.3293', 'long': '11.1839'}",Austria,Innsbruck-Land,1500.0,300.0,6.0,10.0,10.0,200.0,1
854,Makado Onsen,921.3,http://www.toutetsu.co.jp/ski.html,"{'lat': '40.9097', 'long': '141.2411'}",Japan,Aomori Prefecture,310.0,240.0,4.2,4.0,3.0,600.0,1
855,Sjusjøen,921.3,https://sjusjoenskisenter.no/,"{'lat': '61.1686', 'long': '10.7614'}",Norway,Innlandet,945.0,245.0,7.0,4.0,3.0,250.0,1
856,Karuizawa,921.3,https://www.princehotels.com/en/ski/karuizawa/index.html,"{'lat': '36.3536', 'long': '138.5725'}",Japan,Nagano Prefecture,1155.0,215.0,6.0,9.0,9.0,100.0,1
857,Bolton Valley,921.2,https://www.boltonvalley.com/,"{'lat': '44.4203', 'long': '-72.8479'}",USA,Vermont,960.0,519.0,30.0,6.0,30.0,250.0,1
